GCContent,CDR3Length,Hydrophobicity,AliphaticIndex,GRAVY,VGene3PDeletionLength,DGene3PDeletionLength,DGene5PDeletionLength,JGene5PDeletionLength,VDInsertionLength,DJInsertionLength
0.563186813186813,48,-0.12,73.125,0.11875,3,0,1,6,5,7
0.56043956043956,48,-0.15375,55,-0.20625,3,0,1,6,5,7
0.563186813186813,48,-0.12,73.125,0.11875,3,0,1,6,5,7
0.537084398976982,69,,,,0,3,0,6,18,1
0.563492063492063,63,0.00333333333333332,37.1428571428571,-0.614285714285714,0,0,4,11,15,0
0.568783068783069,63,0.00333333333333332,37.1428571428571,-0.614285714285714,0,0,4,11,15,0
0.578635014836795,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.57566765578635,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.578635014836795,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.57566765578635,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.578635014836795,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.578635014836795,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.578635014836795,24,-0.495,12.5,-0.8875,6,5,2,9,1,0
0.56639566395664,54,-0.0661111111111111,37.7777777777778,-0.355555555555556,4,1,2,18,8,12
0.563685636856369,54,-0.0661111111111111,37.7777777777778,-0.355555555555556,4,1,2,18,8,12
0.547486033519553,42,-0.207857142857143,42.1428571428571,-0.728571428571429,0,11,0,3,9,0
0.573407202216067,45,0.116666666666667,26,-0.953333333333333,4,8,0,6,4,0
0.551451187335092,60,0.0475,5,-1.255,0,0,5,0,7,7
0.551451187335092,60,0.0475,5,-1.255,0,0,5,0,7,7
0.551451187335092,60,0.0475,5,-1.255,0,0,5,0,7,7
0.539509536784741,51,-0.231764705882353,5.88235294117647,-0.305882352941177,1,0,2,8,0,3
0.56,60,,,,1,3,5,12,10,7
0.589333333333333,60,0.034,48.5,-0.39,1,3,5,12,10,7
0.573333333333333,60,-0.0565,73,-0.07,1,3,5,12,10,7
0.576,60,-0.238,24.5,-0.575,1,3,5,12,10,7
0.557333333333333,60,-0.0615,63.5,-0.68,1,3,5,12,10,7
0.565333333333333,60,0.0835,48.5,-0.5,1,3,5,12,10,7
0.569014084507042,39,-0.224615384615385,7.69230769230769,-0.523076923076923,0,15,4,5,1,0
0.566197183098591,39,0.171538461538462,7.69230769230769,-1.37692307692308,0,15,4,5,1,0
0.594666666666667,63,-0.164761904761905,60.4761904761905,0.0333333333333333,1,0,2,5,0,7
0.552356020942408,66,,,,0,3,1,6,6,8
0.531413612565445,66,-0.212727272727273,101.818181818182,0.0409090909090909,0,3,1,6,6,8
0.536649214659686,66,,,,0,3,1,6,6,8
0.587628865979382,69,-0.365652173913044,55.2173913043478,-0.265217391304348,0,0,0,4,11,11
0.59020618556701,69,-0.355217391304348,42.6086956521739,-0.465217391304348,0,0,0,4,11,11
0.597938144329897,69,-0.355217391304348,42.6086956521739,-0.465217391304348,0,0,0,4,11,11
0.592783505154639,69,-0.393913043478261,42.6086956521739,-0.339130434782609,0,0,0,4,11,11
0.595360824742268,69,-0.355217391304348,42.6086956521739,-0.465217391304348,0,0,0,4,11,11
0.597938144329897,69,-0.355217391304348,42.6086956521739,-0.465217391304348,0,0,0,4,11,11
0.572649572649573,35,,,,2,7,0,7,7,0
0.575498575498576,35,,,,2,7,0,7,7,0
0.538461538461539,48,-0.00312500000000002,42.5,-0.94375,0,5,0,6,0,0
0.553133514986376,51,-0.318235294117647,62.9411764705882,-0.117647058823529,0,5,3,6,6,0
0.550531914893617,60,,,,0,0,1,4,2,2
0.560321715817694,60,-0.2905,92.5,0.62,0,2,1,4,3,2
0.581769436997319,60,-0.2915,78,0.04,0,2,1,4,3,2
0.545454545454545,45,-0.230666666666667,32.6666666666667,-0.566666666666667,1,18,9,3,0,2
0.550408719346049,48,-0.434375,79.375,0.75625,0,0,3,5,8,1
0.544959128065395,48,,,,0,0,3,5,8,1
0.55297157622739,72,-0.155,20.4166666666667,-0.645833333333333,0,0,0,6,3,1
0.554089709762533,63,-0.15047619047619,101.904761904762,0.185714285714286,0,0,0,4,8,0
0.561170212765958,60,-0.077,29.5,-0.395,2,3,5,1,4,6
0.53133514986376,48,-0.51375,24.375,0.01875,3,3,13,12,17,1
0.53072625698324,42,-0.386428571428572,35,-0.264285714285714,2,5,5,6,1,0
0.536312849162011,42,-0.389285714285714,55.7142857142857,-0.3,2,5,5,6,1,0
0.522346368715084,42,-0.351428571428571,35,-0.535714285714286,2,5,5,6,1,0
0.539106145251397,42,-0.242142857142857,62.8571428571429,-0.6,2,5,5,6,1,0
0.539106145251397,42,-0.154285714285714,62.8571428571429,-0.692857142857143,2,5,5,6,1,0
0.53072625698324,42,-0.252142857142857,62.8571428571429,-0.535714285714286,2,5,5,6,1,0
0.564643799472296,63,-0.225714285714286,74.2857142857143,0.0523809523809524,0,0,0,1,2,0
0.574525745257453,57,-0.228947368421053,66.8421052631579,-0.405263157894737,2,2,16,7,10,0
0.577235772357724,57,-0.188421052631579,66.8421052631579,-0.457894736842105,2,2,16,7,10,0
0.574525745257453,57,-0.228947368421053,66.8421052631579,-0.405263157894737,2,2,16,7,10,0
0.543243243243243,54,,,,2,0,4,5,4,2
0.540540540540541,54,-0.327222222222222,102.777777777778,0.755555555555556,2,0,4,5,4,2
0.543243243243243,54,-0.303333333333333,76.1111111111111,-0.0111111111111112,2,0,4,5,4,2
0.552197802197802,51,-0.232941176470588,68.8235294117647,0.0294117647058823,1,0,9,2,4,0
0.554945054945055,51,,,,1,0,9,2,4,0
0.542328042328042,63,,,,0,3,0,9,1,0
0.549180327868853,51,0.0164705882352941,91.764705882353,0.105882352941176,0,5,5,21,19,0
0.551912568306011,51,0.0358823529411765,108.823529411765,0.241176470588235,0,5,5,21,19,0
0.551912568306011,51,0.0164705882352941,91.764705882353,0.105882352941176,0,5,5,21,19,0
0.545189504373178,30,,,,1,15,2,15,7,0
0.527472527472528,48,,,,1,0,0,11,1,0
0.548295454545455,33,,,,1,28,0,9,5,0
0.547486033519553,42,,,,1,6,7,3,0,0
0.553072625698324,42,,,,1,6,7,3,0,0
0.575418994413408,42,-0.372857142857143,111.428571428571,0.75,1,6,7,3,0,0
0.550279329608939,42,-0.642142857142857,167.142857142857,1.05714285714286,1,6,7,3,0,0
0.554945054945055,48,-0.0425,30.625,-0.69375,1,0,0,2,4,3
0.554945054945055,48,-0.128125,30.625,-0.55625,1,0,0,2,4,3
0.552197802197802,48,-0.128125,30.625,-0.55625,1,0,0,2,4,3
0.565934065934066,48,-0.184375,85.625,0.1125,0,4,3,0,6,0
0.573407202216067,45,-0.138,97.3333333333333,0.72,1,0,0,7,2,0
0.553672316384181,39,-0.456923076923077,52.3076923076923,0.507692307692308,8,6,7,17,0,3
0.544235924932976,57,-0.376315789473684,20.5263157894737,-0.463157894736842,1,3,0,5,4,0
0.53887399463807,57,-0.296842105263158,41.0526315789474,-0.494736842105263,1,3,0,5,4,0
0.546916890080429,57,-0.350526315789474,20.5263157894737,-0.663157894736842,1,3,0,5,4,0
0.53887399463807,57,-0.296842105263158,41.0526315789474,-0.494736842105263,1,3,0,5,4,0
