GCContent,CDR3Length,Hydrophobicity,AliphaticIndex,GRAVY,VGene3PDeletionLength,DGene3PDeletionLength,DGene5PDeletionLength,JGene5PDeletionLength,VDInsertionLength,DJInsertionLength
0.571428571428571,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.576811594202899,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.55586592178771,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.523364485981308,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.564564564564565,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.576470588235294,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.578212290502793,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.577464788732394,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.594752186588921,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.566951566951567,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.531496062992126,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.576704545454545,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.580281690140845,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.578651685393258,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.579831932773109,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.572254335260116,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.582191780821918,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.527426160337553,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.512295081967213,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.563025210084034,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.582608695652174,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.572625698324022,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.569405099150142,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.573529411764706,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.583098591549296,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.5625,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.567415730337079,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.578358208955224,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.582386363636364,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.575842696629214,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.564245810055866,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.573446327683616,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.58,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.574229691876751,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.572625698324022,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.571428571428571,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.569405099150142,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.564393939393939,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.569014084507042,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.568965517241379,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.573033707865169,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.578651685393258,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.55241935483871,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.581005586592179,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.571428571428571,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
0.587896253602306,42,-0.0827272727272728,53.6363636363636,-0.336363636363636,4,4,10,50,0,61
