GCContent,CDR3Length,Hydrophobicity,AliphaticIndex,GRAVY,VGene3PDeletionLength,DGene3PDeletionLength,DGene5PDeletionLength,JGene5PDeletionLength,VDInsertionLength,DJInsertionLength
0.601108033240997,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.602777777777778,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.601108033240997,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.592797783933518,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.594972067039106,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.595567867036011,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.594444444444445,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.596100278551532,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.595567867036011,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.571030640668524,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.608938547486034,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.606648199445983,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.606648199445983,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.606648199445983,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.611111111111111,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.61864406779661,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.609418282548476,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.578947368421053,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.608333333333333,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.59433962264151,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.607843137254902,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.6045197740113,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.606648199445983,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.608333333333333,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.59493670886076,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.608333333333333,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.609418282548476,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.605555555555556,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.606648199445983,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.60387811634349,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.609418282548476,45,-0.00533333333333333,13.3333333333333,-0.78,6,0,16,40,36,23
0.54016620498615,36,-0.08,8.33333333333333,-0.825,1,2,18,5,6,5
